,img,time_bomb2_nice,time_bomb1_nice,time_bomb1,time,time_bomb2
52,027288_6M61.JPG,0.031893253326416016,0.0007879734039306642,0.00078582763671875,0.0007715225219726562,0.03580951690673828
53,034347_0M57.JPG,0.015901565551757812,0.0007812976837158202,0.0007903575897216798,0.0007739067077636719,0.015887975692749023
54,032521_3M56.JPG,0.023897647857666016,0.0007920265197753906,0.0007965564727783202,0.0007710456848144531,0.027887582778930664
55,025561_02M63.JPG,0.01989579200744629,0.0007874965667724608,0.0007901191711425781,0.00077056884765625,0.01990318298339844
56,036051_1M54.JPG,0.02390575408935547,0.0007917881011962892,0.0007910728454589844,0.0007786750793457031,0.03588676452636719
57,028520_1F59.JPG,0.027915477752685547,0.0007870197296142577,0.0008108615875244142,0.0007729530334472656,0.01589226722717285
58,031940_0M52.JPG,0.03188347816467285,0.0007884502410888673,0.0007894039154052733,0.0007753372192382812,0.023890256881713867
59,035838_14M53.JPG,0.015865802764892578,0.0007944107055664062,0.0007894039154052733,0.0007920265197753906,0.023894548416137695
60,029908_1M58.JPG,0.023894548416137695,0.0007920265197753906,0.0007867813110351562,0.0007784366607666017,0.019901752471923828
61,032521_0M55.JPG,0.02389836311340332,0.0007839202880859375,0.000789642333984375,0.0008091926574707031,0.0238950252532959
62,031799_1M55.JPG,0.027878522872924805,0.000789642333984375,0.0007908344268798827,0.000789642333984375,0.023898601531982425
63,035400_02M56.JPG,0.02391219139099121,0.0007963180541992188,0.0007970333099365233,0.0007784366607666017,0.023892641067504883
64,022066_00M63.JPG,0.0198972225189209,0.0007905960083007812,0.0007886886596679688,0.0007760524749755858,0.022104501724243164
65,033265_2M58.JPG,0.031868696212768555,0.0007798671722412108,0.0007882118225097656,0.0007729530334472656,0.03369140625
66,034913_0M54.JPG,0.01592707633972168,0.0007855892181396483,0.0008060932159423827,0.0007708072662353517,0.02388596534729004
67,037948_1M55.JPG,0.023899078369140625,0.0007927417755126952,0.0008018016815185548,0.0007677078247070312,0.01590752601623535
68,027324_02M67.JPG,0.02389979362487793,0.0007939338684082031,0.0007884502410888673,0.0007772445678710938,0.02389049530029297
69,032259_1M57.JPG,0.019902944564819336,0.0007874965667724608,0.0007877349853515625,0.0007698535919189452,0.019904375076293945
70,033822_2M60.JPG,0.03188347816467285,0.0007915496826171875,0.0007863044738769531,0.0007739067077636719,0.02389430999755859
71,037636_0M59.JPG,0.0199129581451416,0.0007848739624023438,0.0007898807525634767,0.0007686614990234375,0.023920774459838867
72,033822_0M59.JPG,0.0198972225189209,0.0007929801940917969,0.0007886886596679688,0.0007939338684082031,0.023868799209594727
73,027017_0M58.JPG,0.023897171020507812,0.0007886886596679688,0.0007898807525634767,0.0007727146148681642,0.023903369903564453
74,037747_3M51.JPG,0.023912668228149414,0.0007910728454589844,0.0007917881011962892,0.0007729530334472656,0.027898550033569336
75,035400_0M53.JPG,0.023882150650024414,0.0007877349853515625,0.0008015632629394531,0.0007696151733398438,0.01989293098449707
76,027930_0M58.JPG,0.02390742301940918,0.0007910728454589844,0.0007984638214111327,0.00077056884765625,0.023885726928710938
77,030380_1M64.JPG,0.023895978927612305,0.0007953643798828125,0.0007853507995605469,0.0007750988006591798,0.02390050888061523
78,037276_0M50.JPG,0.0198974609375,0.0007860660552978517,0.0007829666137695312,0.0007710456848144531,0.019900083541870117
79,035838_1M52.JPG,0.023900270462036133,0.0007829666137695312,0.0007951259613037108,0.0007715225219726562,0.023904085159301758
80,026988_0M59.JPG,0.02389359474182129,0.0007884502410888673,0.00079345703125,0.0007691383361816406,0.02788233757019043
81,035557_04M54.JPG,0.023906469345092773,0.0007901191711425781,0.0007944107055664062,0.0007693767547607423,0.0238950252532959
82,033893_0M58.JPG,0.02389621734619141,0.0007929801940917969,0.0007877349853515625,0.0007760524749755858,0.019893169403076172
83,032377_0M61.JPG,0.03188014030456543,0.0007913112640380858,0.0007853507995605469,0.0007679462432861327,0.031899690628051765
84,036487_10M55.JPG,0.015920162200927734,0.0007913112640380858,0.0007967948913574219,0.0007712841033935548,0.01988959312438965
85,032876_1M59.JPG,0.02388596534729004,0.0007841587066650392,0.0007936954498291017,0.0007741451263427733,0.023902177810668945
86,033825_1M61.JPG,0.02389073371887207,0.0008196830749511719,0.0007891654968261719,0.000774383544921875,0.02388906478881836
87,035625_9M52.JPG,0.03186631202697754,0.000789642333984375,0.00078582763671875,0.0007734298706054688,0.023904085159301758
88,034727_1M56.JPG,0.01592564582824707,0.000797271728515625,0.0007977485656738281,0.0007736682891845702,0.0238950252532959
89,028302_3M65.JPG,0.03188943862915039,0.0007870197296142577,0.0007996559143066406,0.0007693767547607423,0.02388310432434082
90,035838_11M53.JPG,0.015901565551757812,0.0007901191711425781,0.0007927417755126952,0.0007734298706054688,0.03186631202697754
91,019066_2M69.JPG,0.027916908264160156,0.0007877349853515625,0.0007920265197753906,0.0007779598236083983,0.019936084747314453
92,035839_2M54.JPG,0.023871898651123047,0.0007903575897216798,0.0007874965667724608,0.0007753372192382812,0.023868322372436523
93,027930_1M58.JPG,0.0238950252532959,0.0007901191711425781,0.0007970333099365233,0.0007719993591308594,0.026963233947753903
94,037372_02M54.JPG,0.028072357177734375,0.0007884502410888673,0.0007960796356201173,0.0007712841033935548,0.024819374084472656
95,025119_1M60.JPG,0.027801990509033203,0.0007920265197753906,0.0007948875427246094,0.0007679462432861327,0.03186297416687012
96,036342_00M53.JPG,0.03972935676574707,0.0007922649383544923,0.0007915496826171875,0.0007750988006591798,0.0159149169921875
97,034347_2M58.JPG,0.031858205795288086,0.0007879734039306642,0.0007891654968261719,0.0007750988006591798,0.02389979362487793
98,037156_1M52.JPG,0.023914098739624023,0.0007882118225097656,0.0007905960083007812,0.0007765293121337892,0.02789020538330078
99,036487_2M52.JPG,0.023881196975708008,0.0007960796356201173,0.0007860660552978517,0.0007784366607666017,0.01989889144897461
