img,time_bomb1_nice
031940_3M53.JPG,0.002359151840209961
027529_01M62.JPG,0.0022780895233154297
035285_2M53.JPG,0.0022497177124023438
034280_00M56.JPG,0.0022275447845458984
035735_04M58.JPG,0.0022192001342773438
034913_1M54.JPG,0.0022156238555908203
035285_0M52.JPG,0.002213001251220703
035838_4M53.JPG,0.0022072792053222656
031494_0M56.JPG,0.0022187232971191406
037372_0M51.JPG,0.0022118091583251953
022066_01M64.JPG,0.0022094249725341797
029417_0M56.JPG,0.0022072792053222656
022066_02M64.JPG,0.002209186553955078
030316_0M58.JPG,0.0022199153900146484
035838_13M53.JPG,0.002213716506958008
028302_2M65.JPG,0.002216815948486328
035483_1M54.JPG,0.0022153854370117188
030067_00M58.JPG,0.0022156238555908203
027017_1M58.JPG,0.0022115707397460938
033822_4M61.JPG,0.002249002456665039
035625_11M52.JPG,0.002223968505859375
035282_0M56.JPG,0.002212047576904297
035708_00M56.JPG,0.002214670181274414
035537_00M54.JPG,0.0022203922271728516
034907_5M55.JPG,0.002213716506958008
035504_1M52.JPG,0.0022125244140625
030583_03M62.JPG,0.0022046566009521484
037948_2M55.JPG,0.0022153854370117188
029783_00M65.JPG,0.0022156238555908203
035650_1M53.JPG,0.0022192001342773438
035479_2M54.JPG,0.0022056102752685547
036051_2M54.JPG,0.002209186553955078
037948_0M55.JPG,0.002218008041381836
033265_3M58.JPG,0.0022110939025878906
037882_03M55.JPG,0.0022101402282714844
036804_1M52.JPG,0.002203226089477539
031940_2M53.JPG,0.002213001251220703
035198_1M54.JPG,0.0022125244140625
035702_0M53.JPG,0.002218961715698242
035005_6F56.JPG,0.0022149085998535156
034108_1M62.JPG,0.0022194385528564453
037747_0M50.JPG,0.002225160598754883
032572_2M54.JPG,0.002207517623901367
037710_0M51.JPG,0.0022165775299072266
030624_1M64.JPG,0.002213716506958008
030380_0M64.JPG,0.0022797584533691406
032876_0M59.JPG,0.002218484878540039
035557_03M54.JPG,0.0022110939025878906
019066_4M69.JPG,0.0022115707397460938
035005_5F56.JPG,0.002206563949584961
031153_1M55.JPG,0.002208232879638672
035143_1M56.JPG,0.0022106170654296875
027288_6M61.JPG,0.002213716506958008
034347_0M57.JPG,0.0022079944610595703
032521_3M56.JPG,0.0022139549255371094
025561_02M63.JPG,0.002215862274169922
036051_1M54.JPG,0.002208709716796875
028520_1F59.JPG,0.0022089481353759766
031940_0M52.JPG,0.0022153854370117188
035838_14M53.JPG,0.0022058486938476562
029908_1M58.JPG,0.0022084712982177734
032521_0M55.JPG,0.002212047576904297
031799_1M55.JPG,0.002227783203125
035400_02M56.JPG,0.0022258758544921875
022066_00M63.JPG,0.0022153854370117188
033265_2M58.JPG,0.0022058486938476562
034913_0M54.JPG,0.0022072792053222656
037948_1M55.JPG,0.0022084712982177734
027324_02M67.JPG,0.002213716506958008
032259_1M57.JPG,0.0022106170654296875
033822_2M60.JPG,0.002206087112426758
037636_0M59.JPG,0.0022034645080566406
033822_0M59.JPG,0.002209901809692383
027017_0M58.JPG,0.00220489501953125
037747_3M51.JPG,0.002209186553955078
035400_0M53.JPG,0.0022063255310058594
027930_0M58.JPG,0.0022084712982177734
030380_1M64.JPG,0.0022077560424804688
037276_0M50.JPG,0.0022230148315429688
035838_1M52.JPG,0.0022094249725341797
026988_0M59.JPG,0.002202749252319336
035557_04M54.JPG,0.002206563949584961
033893_0M58.JPG,0.0022029876708984375
032377_0M61.JPG,0.002210378646850586
036487_10M55.JPG,0.002222299575805664
032876_1M59.JPG,0.002218961715698242
033825_1M61.JPG,0.0022096633911132812
035625_9M52.JPG,0.002210378646850586
034727_1M56.JPG,0.002211332321166992
028302_3M65.JPG,0.002208709716796875
035838_11M53.JPG,0.0022084712982177734
019066_2M69.JPG,0.0022165775299072266
035839_2M54.JPG,0.002208232879638672
027930_1M58.JPG,0.0022172927856445312
037372_02M54.JPG,0.0022051334381103516
025119_1M60.JPG,0.0022046566009521484
036342_00M53.JPG,0.0022089481353759766
034347_2M58.JPG,0.002207040786743164
037156_1M52.JPG,0.0022068023681640625
036487_2M52.JPG,0.0022051334381103516
