img,time
031940_3M53.JPG,0.008596420288085938
027529_01M62.JPG,0.008541345596313477
035285_2M53.JPG,0.008539915084838867
034280_00M56.JPG,0.00850820541381836
035735_04M58.JPG,0.008499860763549805
034913_1M54.JPG,0.008498191833496094
035285_0M52.JPG,0.008498430252075195
035838_4M53.JPG,0.00850677490234375
031494_0M56.JPG,0.008509397506713867
037372_0M51.JPG,0.008502483367919922
022066_01M64.JPG,0.008496999740600586
029417_0M56.JPG,0.008499383926391602
022066_02M64.JPG,0.008509159088134766
030316_0M58.JPG,0.008512496948242188
035838_13M53.JPG,0.008506059646606445
028302_2M65.JPG,0.008511066436767578
035483_1M54.JPG,0.008506298065185547
030067_00M58.JPG,0.008503198623657227
027017_1M58.JPG,0.008512496948242188
033822_4M61.JPG,0.008512496948242188
035625_11M52.JPG,0.00850677490234375
035282_0M56.JPG,0.008504867553710938
035708_00M56.JPG,0.008507013320922852
035537_00M54.JPG,0.00850224494934082
034907_5M55.JPG,0.008554220199584961
035504_1M52.JPG,0.008503913879394531
030583_03M62.JPG,0.008503913879394531
037948_2M55.JPG,0.0084991455078125
029783_00M65.JPG,0.008501768112182617
035650_1M53.JPG,0.008512735366821289
035479_2M54.JPG,0.008510828018188477
036051_2M54.JPG,0.008501529693603516
037948_0M55.JPG,0.0084991455078125
033265_3M58.JPG,0.008506298065185547
037882_03M55.JPG,0.00850367546081543
036804_1M52.JPG,0.00851130485534668
031940_2M53.JPG,0.008508682250976562
035198_1M54.JPG,0.008503198623657227
035702_0M53.JPG,0.008509397506713867
035005_6F56.JPG,0.008506059646606445
034108_1M62.JPG,0.008499622344970703
037747_0M50.JPG,0.008510351181030273
032572_2M54.JPG,0.008508682250976562
037710_0M51.JPG,0.008502960205078125
030624_1M64.JPG,0.008497476577758789
030380_0M64.JPG,0.008494853973388672
032876_0M59.JPG,0.00849604606628418
035557_03M54.JPG,0.008530616760253906
019066_4M69.JPG,0.008529424667358398
035005_5F56.JPG,0.008505105972290039
031153_1M55.JPG,0.00850820541381836
035143_1M56.JPG,0.008497476577758789
027288_6M61.JPG,0.008498430252075195
034347_0M57.JPG,0.008516788482666016
032521_3M56.JPG,0.008512258529663086
025561_02M63.JPG,0.00850224494934082
036051_1M54.JPG,0.008503198623657227
028520_1F59.JPG,0.008499622344970703
031940_0M52.JPG,0.008510828018188477
035838_14M53.JPG,0.008514642715454102
029908_1M58.JPG,0.008508920669555664
032521_0M55.JPG,0.008528709411621094
031799_1M55.JPG,0.008506059646606445
035400_02M56.JPG,0.008499383926391602
022066_00M63.JPG,0.00850534439086914
033265_2M58.JPG,0.008512258529663086
034913_0M54.JPG,0.008495330810546875
037948_1M55.JPG,0.008523225784301758
027324_02M67.JPG,0.008504152297973633
032259_1M57.JPG,0.008498907089233398
033822_2M60.JPG,0.008499622344970703
037636_0M59.JPG,0.00850534439086914
033822_0M59.JPG,0.008494377136230469
027017_0M58.JPG,0.008491992950439453
037747_3M51.JPG,0.008490324020385742
035400_0M53.JPG,0.008493185043334961
027930_0M58.JPG,0.008498430252075195
030380_1M64.JPG,0.008501529693603516
037276_0M50.JPG,0.008494377136230469
035838_1M52.JPG,0.008493661880493164
026988_0M59.JPG,0.008492469787597656
035557_04M54.JPG,0.00850820541381836
033893_0M58.JPG,0.00850057601928711
032377_0M61.JPG,0.008502006530761719
036487_10M55.JPG,0.008493900299072266
032876_1M59.JPG,0.008503437042236328
033825_1M61.JPG,0.008511066436767578
035625_9M52.JPG,0.008530378341674805
034727_1M56.JPG,0.008549690246582031
028302_3M65.JPG,0.008497953414916992
035838_11M53.JPG,0.008494138717651367
019066_2M69.JPG,0.008517265319824219
035839_2M54.JPG,0.008502006530761719
027930_1M58.JPG,0.00850820541381836
037372_02M54.JPG,0.008527040481567383
025119_1M60.JPG,0.008506059646606445
036342_00M53.JPG,0.008507728576660156
034347_2M58.JPG,0.008516788482666016
037156_1M52.JPG,0.008499622344970703
036487_2M52.JPG,0.008511066436767578
