img,time_bomb2_nice
031940_3M53.JPG,0.06355595588684082
027529_01M62.JPG,0.05171704292297363
035285_2M53.JPG,0.031744956970214844
034280_00M56.JPG,0.027884244918823242
035735_04M58.JPG,0.02389383316040039
034913_1M54.JPG,0.023894548416137695
035285_0M52.JPG,0.0238950252532959
035838_4M53.JPG,0.023887157440185547
031494_0M56.JPG,0.023904800415039062
037372_0M51.JPG,0.027890682220458984
022066_01M64.JPG,0.03187823295593262
029417_0M56.JPG,0.015906572341918945
022066_02M64.JPG,0.023894309997558594
030316_0M58.JPG,0.031897783279418945
035838_13M53.JPG,0.015889883041381836
028302_2M65.JPG,0.019901275634765625
035483_1M54.JPG,0.023900508880615234
030067_00M58.JPG,0.011694669723510742
027017_1M58.JPG,0.02392268180847168
033822_4M61.JPG,0.023884057998657227
035625_11M52.JPG,0.023891925811767578
035282_0M56.JPG,0.02390122413635254
035708_00M56.JPG,0.023894071578979492
035537_00M54.JPG,0.0238950252532959
034907_5M55.JPG,0.023899316787719727
035504_1M52.JPG,0.023894071578979492
030583_03M62.JPG,0.027898311614990234
037948_2M55.JPG,0.019894123077392578
029783_00M65.JPG,0.02388930320739746
035650_1M53.JPG,0.019903182983398438
035479_2M54.JPG,0.027895450592041016
036051_2M54.JPG,0.019898653030395508
037948_0M55.JPG,0.02389693260192871
033265_3M58.JPG,0.027878284454345703
037882_03M55.JPG,0.019909381866455078
036804_1M52.JPG,0.02390289306640625
031940_2M53.JPG,0.02788996696472168
035198_1M54.JPG,0.019902706146240234
035702_0M53.JPG,0.023896217346191406
035005_6F56.JPG,0.03188729286193848
034108_1M62.JPG,0.01987934112548828
037747_0M50.JPG,0.019901037216186523
032572_2M54.JPG,0.023905277252197266
037710_0M51.JPG,0.027882099151611328
030624_1M64.JPG,0.02388310432434082
030380_0M64.JPG,0.023891925811767578
032876_0M59.JPG,0.023898839950561523
035557_03M54.JPG,0.02389812469482422
019066_4M69.JPG,0.023900747299194336
035005_5F56.JPG,0.02389359474182129
031153_1M55.JPG,0.023896217346191406
035143_1M56.JPG,0.019904136657714844
027288_6M61.JPG,0.031893253326416016
034347_0M57.JPG,0.015901565551757812
032521_3M56.JPG,0.023897647857666016
025561_02M63.JPG,0.01989579200744629
036051_1M54.JPG,0.02390575408935547
028520_1F59.JPG,0.027915477752685547
031940_0M52.JPG,0.03188347816467285
035838_14M53.JPG,0.015865802764892578
029908_1M58.JPG,0.023894548416137695
032521_0M55.JPG,0.02389836311340332
031799_1M55.JPG,0.027878522872924805
035400_02M56.JPG,0.02391219139099121
022066_00M63.JPG,0.0198972225189209
033265_2M58.JPG,0.031868696212768555
034913_0M54.JPG,0.01592707633972168
037948_1M55.JPG,0.023899078369140625
027324_02M67.JPG,0.02389979362487793
032259_1M57.JPG,0.019902944564819336
033822_2M60.JPG,0.03188347816467285
037636_0M59.JPG,0.0199129581451416
033822_0M59.JPG,0.0198972225189209
027017_0M58.JPG,0.023897171020507812
037747_3M51.JPG,0.023912668228149414
035400_0M53.JPG,0.023882150650024414
027930_0M58.JPG,0.02390742301940918
030380_1M64.JPG,0.023895978927612305
037276_0M50.JPG,0.0198974609375
035838_1M52.JPG,0.023900270462036133
026988_0M59.JPG,0.02389359474182129
035557_04M54.JPG,0.023906469345092773
033893_0M58.JPG,0.023896217346191406
032377_0M61.JPG,0.03188014030456543
036487_10M55.JPG,0.015920162200927734
032876_1M59.JPG,0.02388596534729004
033825_1M61.JPG,0.02389073371887207
035625_9M52.JPG,0.03186631202697754
034727_1M56.JPG,0.01592564582824707
028302_3M65.JPG,0.03188943862915039
035838_11M53.JPG,0.015901565551757812
019066_2M69.JPG,0.027916908264160156
035839_2M54.JPG,0.023871898651123047
027930_1M58.JPG,0.0238950252532959
037372_02M54.JPG,0.028072357177734375
025119_1M60.JPG,0.027801990509033203
036342_00M53.JPG,0.03972935676574707
034347_2M58.JPG,0.031858205795288086
037156_1M52.JPG,0.023914098739624023
036487_2M52.JPG,0.023881196975708008
