img,time_bomb2
031940_3M53.JPG,0.3130156993865967
027529_01M62.JPG,0.03170895576477051
035285_2M53.JPG,0.04380989074707031
034280_00M56.JPG,0.04870414733886719
035735_04M58.JPG,0.03493165969848633
034913_1M54.JPG,0.047815561294555664
035285_0M52.JPG,0.0638279914855957
035838_4M53.JPG,0.0798196792602539
031494_0M56.JPG,0.06780862808227539
037372_0M51.JPG,0.05982518196105957
022066_01M64.JPG,0.051805734634399414
029417_0M56.JPG,0.04789423942565918
022066_02M64.JPG,0.051744699478149414
030316_0M58.JPG,0.05538368225097656
035838_13M53.JPG,0.06425809860229492
028302_2M65.JPG,0.04782438278198242
035483_1M54.JPG,0.023815155029296875
030067_00M58.JPG,0.03982353210449219
027017_1M58.JPG,0.05978989601135254
033822_4M61.JPG,0.04383993148803711
035625_11M52.JPG,0.0518183708190918
035282_0M56.JPG,0.06270909309387207
035708_00M56.JPG,0.06898021697998047
035537_00M54.JPG,0.055777549743652344
034907_5M55.JPG,0.07184410095214844
035504_1M52.JPG,0.029714345932006836
030583_03M62.JPG,0.06989765167236328
037948_2M55.JPG,0.07181262969970703
029783_00M65.JPG,0.06780123710632324
035650_1M53.JPG,0.039832353591918945
035479_2M54.JPG,0.07581424713134766
036051_2M54.JPG,0.023814678192138672
037948_0M55.JPG,0.06783318519592285
033265_3M58.JPG,0.03981471061706543
037882_03M55.JPG,0.02781391143798828
036804_1M52.JPG,0.05982708930969238
031940_2M53.JPG,0.00867462158203125
035198_1M54.JPG,0.058979034423828125
035702_0M53.JPG,0.0798025131225586
035005_6F56.JPG,0.023819684982299805
034108_1M62.JPG,0.07580327987670898
037747_0M50.JPG,0.06382060050964355
032572_2M54.JPG,0.07182884216308594
037710_0M51.JPG,0.03182864189147949
030624_1M64.JPG,0.051825523376464844
030380_0M64.JPG,0.015825748443603516
032876_0M59.JPG,0.06379103660583496
035557_03M54.JPG,0.06383132934570312
019066_4M69.JPG,0.07586836814880371
035005_5F56.JPG,0.07175755500793457
031153_1M55.JPG,0.07422041893005371
035143_1M56.JPG,0.06541967391967773
027288_6M61.JPG,0.05180549621582031
034347_0M57.JPG,0.07182645797729492
032521_3M56.JPG,0.06328153610229492
025561_02M63.JPG,0.07235121726989746
036051_1M54.JPG,0.06781220436096191
028520_1F59.JPG,0.06384778022766113
031940_0M52.JPG,0.06269598007202148
035838_14M53.JPG,0.06893634796142578
029908_1M58.JPG,0.02381277084350586
032521_0M55.JPG,0.06781601905822754
031799_1M55.JPG,0.047820091247558594
035400_02M56.JPG,0.06781816482543945
022066_00M63.JPG,0.023813486099243164
033265_2M58.JPG,0.059814453125
034913_0M54.JPG,0.05581474304199219
037948_1M55.JPG,0.07182431221008301
027324_02M67.JPG,0.06382083892822266
032259_1M57.JPG,0.05182051658630371
033822_2M60.JPG,0.07182049751281738
037636_0M59.JPG,0.05581545829772949
033822_0M59.JPG,0.03983116149902344
027017_0M58.JPG,0.04780912399291992
037747_3M51.JPG,0.07582902908325195
035400_0M53.JPG,0.06383323669433594
027930_0M58.JPG,0.020575761795043945
030380_1M64.JPG,0.06306910514831543
037276_0M50.JPG,0.055809736251831055
035838_1M52.JPG,0.05181097984313965
026988_0M59.JPG,0.07582402229309082
035557_04M54.JPG,0.06782817840576172
033893_0M58.JPG,0.06639575958251953
032377_0M61.JPG,0.06869888305664062
036487_10M55.JPG,0.056545257568359375
032876_1M59.JPG,0.06363892555236816
033825_1M61.JPG,0.023822307586669922
035625_9M52.JPG,0.059821128845214844
034727_1M56.JPG,0.07580924034118652
028302_3M65.JPG,0.07582950592041016
035838_11M53.JPG,0.05182647705078125
019066_2M69.JPG,0.06781220436096191
035839_2M54.JPG,0.06781411170959473
027930_1M58.JPG,0.03982734680175781
037372_02M54.JPG,0.07180404663085938
025119_1M60.JPG,0.01981806755065918
036342_00M53.JPG,0.06782126426696777
034347_2M58.JPG,0.04381418228149414
037156_1M52.JPG,0.06781435012817383
036487_2M52.JPG,0.07581663131713867
