img,time_bomb1
031940_3M53.JPG,0.0009551048278808594
027529_01M62.JPG,0.00083160400390625
035285_2M53.JPG,0.0008256435394287109
034280_00M56.JPG,0.0008265972137451172
035735_04M58.JPG,0.0008461475372314453
034913_1M54.JPG,0.0008089542388916016
035285_0M52.JPG,0.0007865428924560547
035838_4M53.JPG,0.0007894039154052734
031494_0M56.JPG,0.0007872581481933594
037372_0M51.JPG,0.000782012939453125
022066_01M64.JPG,0.000782012939453125
029417_0M56.JPG,0.0007784366607666016
022066_02M64.JPG,0.0008094310760498047
030316_0M58.JPG,0.0007846355438232422
035838_13M53.JPG,0.0007791519165039062
028302_2M65.JPG,0.0007810592651367188
035483_1M54.JPG,0.0007925033569335938
030067_00M58.JPG,0.00078582763671875
027017_1M58.JPG,0.0007793903350830078
033822_4M61.JPG,0.0007882118225097656
035625_11M52.JPG,0.0007865428924560547
035282_0M56.JPG,0.0007810592651367188
035708_00M56.JPG,0.0007843971252441406
035537_00M54.JPG,0.0007772445678710938
034907_5M55.JPG,0.0007786750793457031
035504_1M52.JPG,0.0007839202880859375
030583_03M62.JPG,0.0007874965667724609
037948_2M55.JPG,0.0007836818695068359
029783_00M65.JPG,0.0007848739624023438
035650_1M53.JPG,0.0007770061492919922
035479_2M54.JPG,0.000782012939453125
036051_2M54.JPG,0.0007886886596679688
037948_0M55.JPG,0.0007808208465576172
033265_3M58.JPG,0.0007784366607666016
037882_03M55.JPG,0.000782012939453125
036804_1M52.JPG,0.0007870197296142578
031940_2M53.JPG,0.0007810592651367188
035198_1M54.JPG,0.0007770061492919922
035702_0M53.JPG,0.0007746219635009766
035005_6F56.JPG,0.0007798671722412109
034108_1M62.JPG,0.0007805824279785156
037747_0M50.JPG,0.0007784366607666016
032572_2M54.JPG,0.0007755756378173828
037710_0M51.JPG,0.0007770061492919922
030624_1M64.JPG,0.0007967948913574219
030380_0M64.JPG,0.0007824897766113281
032876_0M59.JPG,0.0007774829864501953
035557_03M54.JPG,0.0007910728454589844
019066_4M69.JPG,0.008659601211547852
035005_5F56.JPG,0.0008001327514648438
031153_1M55.JPG,0.0007891654968261719
035143_1M56.JPG,0.000782012939453125
027288_6M61.JPG,0.00078582763671875
034347_0M57.JPG,0.0007903575897216797
032521_3M56.JPG,0.0007965564727783203
025561_02M63.JPG,0.0007901191711425781
036051_1M54.JPG,0.0007910728454589844
028520_1F59.JPG,0.0008108615875244141
031940_0M52.JPG,0.0007894039154052734
035838_14M53.JPG,0.0007894039154052734
029908_1M58.JPG,0.0007867813110351562
032521_0M55.JPG,0.000789642333984375
031799_1M55.JPG,0.0007908344268798828
035400_02M56.JPG,0.0007970333099365234
022066_00M63.JPG,0.0007886886596679688
033265_2M58.JPG,0.0007882118225097656
034913_0M54.JPG,0.0008060932159423828
037948_1M55.JPG,0.0008018016815185547
027324_02M67.JPG,0.0007884502410888672
032259_1M57.JPG,0.0007877349853515625
033822_2M60.JPG,0.0007863044738769531
037636_0M59.JPG,0.0007898807525634766
033822_0M59.JPG,0.0007886886596679688
027017_0M58.JPG,0.0007898807525634766
037747_3M51.JPG,0.0007917881011962891
035400_0M53.JPG,0.0008015632629394531
027930_0M58.JPG,0.0007984638214111328
030380_1M64.JPG,0.0007853507995605469
037276_0M50.JPG,0.0007829666137695312
035838_1M52.JPG,0.0007951259613037109
026988_0M59.JPG,0.00079345703125
035557_04M54.JPG,0.0007944107055664062
033893_0M58.JPG,0.0007877349853515625
032377_0M61.JPG,0.0007853507995605469
036487_10M55.JPG,0.0007967948913574219
032876_1M59.JPG,0.0007936954498291016
033825_1M61.JPG,0.0007891654968261719
035625_9M52.JPG,0.00078582763671875
034727_1M56.JPG,0.0007977485656738281
028302_3M65.JPG,0.0007996559143066406
035838_11M53.JPG,0.0007927417755126953
019066_2M69.JPG,0.0007920265197753906
035839_2M54.JPG,0.0007874965667724609
027930_1M58.JPG,0.0007970333099365234
037372_02M54.JPG,0.0007960796356201172
025119_1M60.JPG,0.0007948875427246094
036342_00M53.JPG,0.0007915496826171875
034347_2M58.JPG,0.0007891654968261719
037156_1M52.JPG,0.0007905960083007812
036487_2M52.JPG,0.0007860660552978516
